ZTSJ6537120: 48.682.994/3446-75<->74.191.138/6225-74
RUZU8856656: 15446Kg (149%)
ACOZ3231060: 16503Kg (149%)
UOLJ8710673: 15082Kg (149%)
YQVJ3255589: 16321Kg (149%)
PRKJ2509904: 15715Kg (149%)
BWBJ3403230: 15383Kg (149%)
SDIZ6251298: 15225Kg (149%)
LLDJ4789399: 16319Kg (149%)
LRHU3592992: 16777Kg (148%)
ORSU9647885: 14937Kg (148%)
KJHU1357918: 17473Kg (148%)
SHAZ0888713: 16094Kg (148%)
EBPZ9994021: 17290Kg (148%)
QNHU0279305: 16641Kg (148%)
AEDJ0704065: 17358Kg (148%)
PDEJ7284376: 17107Kg (148%)
PWNU0070288: 16525Kg (148%)
ZMIU0243030: 15851Kg (148%)
RCYZ9381483: 15229Kg (148%)
STAZ5347955: 17246Kg (148%)
QGQU9710795: 17274Kg (148%)
OCUU3268521: 15864Kg (148%)
ZGBJ1818650: 16090Kg (148%)
ZENJ4657100: 17051Kg (147%)
MSVU0465581: 15591Kg (147%)
OLHJ3667869: 16612Kg (147%)
CYLZ2858901: 15216Kg (147%)
MAAU3671123: 16568Kg (147%)
VIEZ4014611: 15755Kg (147%)
TJRU7451016: 16901Kg (146%)
IESZ1828389: 17503Kg (146%)
TBAJ3272159: 17423Kg (146%)
KMXJ8281496: 14672Kg (146%)
VWKZ9491243: 15570Kg (145%)
LKAZ3816089: 17065Kg (145%)
SYFJ1970615: 16470Kg (145%)
FHKU3430732: 16020Kg (145%)
JFTJ8402021: 17009Kg (145%)
UUKZ3820611: 17331Kg (145%)
CTGZ8030411: 17030Kg (145%)
FCBJ4208445: 16177Kg (145%)
AXPU6398545: 14704Kg (145%)
GNSZ5573430: 15908Kg (145%)
SYAZ8196850: 14857Kg (145%)
WUMU2071526: 16436Kg (144%)
VQLJ5914933: 16724Kg (144%)
XWVZ0466693: 14513Kg (144%)
YDXZ1658672: 16521Kg (144%)
DIVU8320900: 15713Kg (144%)
XWMU5091174: 14518Kg (144%)
JZYJ3122839: 14598Kg (144%)
FTYU3996808: 15706Kg (144%)
WEVZ1117760: 17256Kg (144%)
ISSU5337432: 15088Kg (143%)
YMGJ2206724: 14682Kg (143%)
FOFZ3514265: 16925Kg (143%)
TFMJ9952778: 17093Kg (143%)
VFRZ4050037: 16178Kg (143%)
FVQU8445375: 15805Kg (143%)
ZLZJ7440170: 17021Kg (143%)
VJTU7850577: 16866Kg (143%)
FXCU8357606: 15124Kg (143%)
ZPQZ3762126: 16471Kg (142%)
MGGJ0128450: 14592Kg (142%)
JRQU2370928: 17439Kg (142%)
TAMU4979537: 14336Kg (142%)
MWCJ7104518: 15852Kg (142%)
ZPVZ5430957: 16842Kg (142%)
RXVJ5235998: 15544Kg (142%)
PQVZ4947332: 16770Kg (142%)
VMQJ4931672: 15630Kg (142%)
RTQJ9683400: 16505Kg (141%)
ZIRZ8947479: 17046Kg (141%)
KKWJ7983715: 15159Kg (141%)
BPSJ0443480: 16352Kg (141%)
ZIJJ1672493: 16169Kg (141%)
SAUU2893165: 16871Kg (141%)
KJTZ8083758: 16567Kg (141%)
MUTZ8535413: 15531Kg (141%)
UTTU4951866: 14400Kg (140%)
OWQJ3859557: 15503Kg (140%)
HEFZ9922076: 15065Kg (140%)
ADXJ7271707: 16903Kg (140%)
KTVU7560786: 14576Kg (140%)
PFOZ0126828: 15675Kg (140%)
QAMU1966706: 15083Kg (140%)
AVJZ2158515: 14898Kg (140%)
ITIJ0108650: 15044Kg (140%)
NPIU2232897: 15542Kg (140%)
ICXJ2265352: 15264Kg (139%)
STYZ3081744: 17101Kg (139%)
XYOJ1788418: 15538Kg (139%)
QPUJ8467312: 15706Kg (139%)
JQKZ0819836: 14721Kg (139%)
CJFJ1285972: 16166Kg (139%)
ZPTZ7565878: 15967Kg (139%)
LSSU3862136: 17355Kg (139%)
RJGJ5160735: 14192Kg (139%)
ALRU4154289: 17399Kg (139%)
FBYU5845587: 16917Kg (139%)
BICZ3064141: 15246Kg (138%)
XEOZ0956484: 14166Kg (138%)
VNGZ0423915: 17018Kg (138%)
PCUZ4574519: 16671Kg (138%)
PWAZ9877674: 14881Kg (138%)
ZWBJ6151711: 16788Kg (138%)
GUBZ2210062: 16442Kg (138%)
WQWZ1930654: 17087Kg (138%)
KAJU2950893: 15101Kg (138%)
TXEU7205440: 17146Kg (138%)
YPGU3207890: 15619Kg (138%)
UDDZ1974487: 16864Kg (137%)
JFMU5115169: 15335Kg (137%)
UILZ9546583: 14748Kg (137%)
NXFU3480212: 14943Kg (137%)
OPQZ8740085: 16126Kg (137%)
FKYU1674949: 15741Kg (137%)
EVKU7937946: 15912Kg (137%)
HXGZ2960415: 17127Kg (137%)
EGIJ3717654: 14816Kg (137%)
FQLU9183287: 15972Kg (137%)
GKQU4190438: 16064Kg (136%)
NHAZ0886109: 15822Kg (136%)
IJKJ1017231: 15253Kg (136%)
EDIZ5192036: 17021Kg (136%)
WDYU9174755: 14525Kg (136%)
LLUZ0464027: 15329Kg (136%)
JHVZ1635925: 14532Kg (136%)
ZGWU8662202: 15781Kg (136%)
GWMJ6394664: 13839Kg (136%)
QGRJ3764622: 14944Kg (136%)
BZGZ2217352: 15353Kg (136%)
RCDU4340572: 15692Kg (136%)
HLCU0156435: 14470Kg (136%)
AJWJ0434425: 17167Kg (136%)
QKYZ5373014: 15294Kg (135%)
AOXU7572354: 15537Kg (135%)
ORIU2710855: 15054Kg (135%)
VQOJ8379551: 15808Kg (135%)
JBHZ0897186: 14376Kg (135%)
DOMU2611982: 14593Kg (135%)
BHBU8818055: 16154Kg (135%)
SKCU4991186: 16574Kg (135%)
YCGJ9840471: 14547Kg (135%)
PAVJ6575566: 15422Kg (135%)
DVIU8777901: 15172Kg (135%)
XNZJ7014009: 15745Kg (135%)
YREJ0578639: 14140Kg (135%)
MKSJ9464449: 16970Kg (135%)
GVOJ2672102: 16911Kg (134%)
THRU9136606: 14862Kg (134%)
OORJ9365597: 13586Kg (134%)
SOFU9452079: 14226Kg (134%)
FZKU4156523: 15844Kg (134%)
ACVZ4818813: 15299Kg (134%)
BNUJ8550615: 16094Kg (134%)
MQVJ6982146: 16231Kg (134%)
XFCJ0218835: 15803Kg (134%)
UUKU5574294: 16765Kg (134%)
IKZZ5552788: 14094Kg (133%)
VECJ6839116: 16489Kg (133%)
ENOJ5340228: 16907Kg (133%)
KJQU1727443: 14581Kg (133%)
AJEZ9634112: 17105Kg (133%)
TVGU1068585: 15734Kg (133%)
GGNZ9426800: 16885Kg (133%)
UWRZ0198291: 15994Kg (133%)
PDAZ1061068: 16853Kg (133%)
DFJJ6241516: 15891Kg (133%)
GCCU4932004: 14592Kg (133%)
RUSZ0898141: 15378Kg (133%)
LXZU3834946: 15036Kg (133%)
HVZJ6075398: 15319Kg (133%)
JRXZ8034890: 15259Kg (133%)
YKJU6993269: 13755Kg (132%)
NVWU3253447: 15561Kg (132%)
WAIU8806776: 13972Kg (132%)
VUFU2515744: 16080Kg (132%)
JVCU6822707: 13361Kg (132%)
PGWJ0635076: 16572Kg (132%)
FGRU7447621: 15592Kg (132%)
ABWU7683675: 14174Kg (132%)
PQDZ3256271: 14231Kg (131%)
RQHU1781897: 16917Kg (131%)
BVOU7627702: 14454Kg (131%)
GXFZ9186503: 15142Kg (131%)
RARU6425711: 16229Kg (131%)
YDJU2967692: 13807Kg (131%)
NBBZ9967566: 14654Kg (131%)
JIDZ1446992: 15263Kg (131%)
KXJU2318370: 15155Kg (131%)
JSQZ7463012: 14722Kg (131%)
VTNJ5495117: 15740Kg (131%)
HCGU6857913: 15108Kg (131%)
WBYZ5162138: 16502Kg (131%)
MKAJ9121137: 14655Kg (131%)
ZQYZ9649913: 13146Kg (130%)
GMBJ0040349: 15771Kg (130%)
VFFZ2140933: 14376Kg (130%)
ZNVU9476926: 16951Kg (130%)
OSIZ7779763: 14368Kg (130%)
ZYKU6504609: 13363Kg (130%)
NCZZ8287884: 15362Kg (130%)
ZEYJ4258749: 16529Kg (130%)
UGAU4345612: 14337Kg (130%)
VGMZ8045706: 16431Kg (130%)
DQTU6839756: 16110Kg (130%)
FRCJ5925126: 13678Kg (130%)
WDOZ6770267: 16676Kg (129%)
OOOU0971057: 13486Kg (129%)
WPSJ0582811: 14312Kg (129%)
PVZJ5822609: 12922Kg (129%)
EPIU7005823: 16586Kg (129%)
DARJ6188515: 15258Kg (129%)
DMFJ1298616: 13640Kg (129%)
PGXZ6936695: 13763Kg (129%)
UBHU2560138: 16285Kg (129%)
EWUJ9357581: 14877Kg (129%)
EXBU3124043: 13173Kg (129%)
LPKZ0095914: 14396Kg (129%)
BMZZ2405240: 13109Kg (129%)
LQQZ5903035: 15954Kg (129%)
XCWJ0343222: 14712Kg (129%)
RYFZ7050691: 16502Kg (128%)
JGHJ0372467: 16798Kg (128%)
QOYU6052130: 15034Kg (128%)
PUAZ9609766: 14566Kg (128%)
FDKZ4599968: 15966Kg (128%)
LUTJ6812547: 15832Kg (128%)
TXZZ0272172: 14457Kg (128%)
XJBJ1770758: 14003Kg (128%)
ZCKZ7137177: 13020Kg (128%)
JKHZ2161730: 16218Kg (128%)
ZLSU0535228: 12985Kg (128%)
UEWU7517266: 16086Kg (128%)
IBKJ8372382: 13069Kg (128%)
QGBZ2943250: 14437Kg (128%)
WNEJ9446051: 15314Kg (127%)
CHPU4586843: 13847Kg (127%)
WWSU2612877: 16192Kg (127%)
ZEFU6153507: 16087Kg (127%)
WUCU1764229: 16520Kg (127%)
MZSZ7586729: 16286Kg (127%)
JUVU5298594: 14703Kg (127%)
SXZZ1430763: 13173Kg (127%)
OKBU7852661: 16541Kg (127%)
DVCU9241885: 15152Kg (127%)
XGWJ1194970: 15139Kg (127%)
YABJ7118362: 13037Kg (127%)
AAOJ7631965: 12656Kg (126%)
DPOZ0567027: 15286Kg (126%)
EGOZ0135945: 14591Kg (126%)
UEXJ0879978: 16370Kg (126%)
NILZ3389659: 16207Kg (126%)
JTAU5132540: 13087Kg (126%)
RDHZ6800602: 12884Kg (126%)
IFZJ9777058: 13960Kg (126%)
DIHZ3880084: 14380Kg (126%)
RNEU8689196: 15670Kg (126%)
NJOZ3384113: 16524Kg (126%)
QDAU0058221: 13810Kg (126%)
CIJZ0743762: 15775Kg (126%)
XGAZ8265355: 15213Kg (126%)
EDPZ3398295: 15514Kg (126%)
OTJZ2207711: 15584Kg (126%)
MXKZ9966022: 15818Kg (126%)
JEAZ9982157: 15782Kg (126%)
EGTZ7325496: 14923Kg (125%)
PNUJ8247809: 15954Kg (125%)
LKBJ0028485: 15460Kg (125%)
ETUJ8153350: 14743Kg (125%)
IQTZ6373417: 16447Kg (125%)
ZBMZ4865224: 16029Kg (125%)
DIFU2426457: 14673Kg (125%)
GILZ1364494: 13815Kg (125%)
TBTU0735067: 15455Kg (125%)
SZQU9269491: 13180Kg (124%)
AHPZ8647923: 15432Kg (124%)
VQQU0895391: 15246Kg (124%)
JSTU8203305: 15231Kg (124%)
DVWZ3459908: 14018Kg (124%)
YAUZ5377604: 15751Kg (124%)
ZUUZ5416117: 14583Kg (124%)
NCFZ7694277: 13366Kg (124%)
RDAU1784260: 12739Kg (124%)
BOMZ7881543: 12441Kg (123%)
TOZJ0923262: 13095Kg (123%)
EWZU3884921: 16224Kg (123%)
LSSU2770105: 12830Kg (123%)
NNYU1786875: 12763Kg (123%)
NPXJ0153389: 12402Kg (123%)
AJLZ9456206: 16370Kg (123%)
IIJJ4290534: 14016Kg (123%)
VRLZ0672123: 13728Kg (123%)
GBUU9068298: 13968Kg (123%)
NQUJ9034824: 12698Kg (123%)
WDOJ4201233: 14788Kg (123%)
QZKJ4107866: 16298Kg (123%)
MWPU9265891: 15003Kg (122%)
HLLJ1889896: 15544Kg (122%)
CESU7232708: 15024Kg (122%)
UXWU7634556: 16248Kg (122%)
SSLZ7410548: 13895Kg (122%)
NXJJ9336356: 16401Kg (122%)
KCFU4314800: 16059Kg (122%)
YJVJ5367234: 14297Kg (122%)
SYUU3230871: 12304Kg (122%)
SRCZ0547245: 13895Kg (122%)
TWKZ1318147: 14509Kg (122%)
YJYJ7520894: 15504Kg (122%)
GTGZ6772254: 14454Kg (122%)
BTYZ8823624: 14386Kg (122%)
COKJ0510786: 16396Kg (122%)
VHHZ6257191: 13893Kg (122%)
MLJJ5876594: 13576Kg (122%)
IXHZ4512159: 16338Kg (122%)
RQYZ4304330: 12644Kg (121%)
NZHZ2853917: 13666Kg (121%)
DYUJ6610279: 14482Kg (121%)
IOHZ0938801: 13014Kg (121%)
IREZ8418370: 14333Kg (121%)
PMHZ2699250: 12188Kg (121%)
DWRJ6223103: 14318Kg (121%)
IZCJ9145901: 15160Kg (121%)
WWHU1091790: 16409Kg (121%)
PICZ0995865: 16085Kg (121%)
KZWJ7291697: 15642Kg (121%)
MWVU8404735: 16281Kg (121%)
EPYU5923481: 15786Kg (121%)
TVPU7068152: 12679Kg (121%)
TGOJ3904883: 16097Kg (121%)
IZEU8637740: 12965Kg (120%)
IEZZ6934341: 16252Kg (120%)
PAYJ8672429: 12493Kg (120%)
BUCJ4460085: 12536Kg (120%)
UHNZ2265136: 15509Kg (120%)
XDUU7305839: 15321Kg (120%)
HQXZ8554813: 15769Kg (120%)
QACU2727917: 14867Kg (120%)
YDMZ2137974: 15914Kg (120%)
FQJJ1929184: 13602Kg (120%)
XYQU8798619: 13539Kg (120%)
CSPJ3570942: 14102Kg (120%)
WBMU4411337: 14426Kg (120%)
TGIU4242561: 12935Kg (120%)
URDZ8709590: 16098Kg (120%)
EZTU8695733: 14223Kg (120%)
JFHJ9431718: 13817Kg (120%)
ACDJ4986075: 12084Kg (120%)
MLNU5235605: 16044Kg (120%)
GWHJ6779881: 16322Kg (120%)
FFVZ9189550: 12560Kg (120%)
AHAU1238459: 15276Kg (120%)
QUHU7712966: 14959Kg (119%)
QPGJ2974781: 15633Kg (119%)
QAXZ0981833: 15800Kg (119%)
MMRJ7378664: 12564Kg (119%)
HLLJ8126072: 13541Kg (119%)
QHRU8355640: 13908Kg (119%)
KRHZ6758744: 13315Kg (119%)
PLZJ7805060: 14273Kg (119%)
YUEZ0616138: 13560Kg (119%)
MNYU0160206: 16170Kg (119%)
UJXJ2550234: 13905Kg (118%)
IDKJ9730488: 13343Kg (118%)
TEEZ2616008: 12317Kg (118%)
IZBJ0844685: 12237Kg (118%)
NBBJ4596540: 12988Kg (118%)
JCCJ3674309: 15267Kg (118%)
FBQJ1036283: 14086Kg (118%)
HCRU2143001: 14275Kg (118%)
OXPU8939816: 13034Kg (118%)
VITZ6784112: 14658Kg (118%)
NGFU8336845: 16157Kg (118%)
XBBU0511736: 13894Kg (118%)
XBWU8060237: 15671Kg (118%)
WFIZ4838197: 11997Kg (118%)
OWBJ9573538: 11994Kg (118%)
JEIU9055622: 16062Kg (118%)
XXOZ1623985: 14976Kg (118%)
FUYJ4048638: 13298Kg (118%)
SNJU8180400: 13193Kg (118%)
AQAU9922669: 13921Kg (118%)
OBUZ9788387: 14929Kg (118%)
JFYZ6160124: 14577Kg (118%)
XYGJ3181657: 13304Kg (118%)
AXDU2605271: 13675Kg (118%)
KSBJ9698724: 12751Kg (117%)
HXVJ7100024: 13031Kg (117%)
CGNU7429961: 13755Kg (117%)
NKCU8854513: 13014Kg (117%)
FORU4510509: 13965Kg (117%)
SYLJ0113496: 14488Kg (117%)
UWYU3462814: 12807Kg (117%)
NYSJ0029714: 15610Kg (117%)
TYXZ9695995: 13287Kg (117%)
NDOZ8476527: 16062Kg (117%)
NUIU0919477: 11931Kg (117%)
ZUDZ9922872: 11856Kg (117%)
BPMJ0793182: 15799Kg (117%)
RZKJ2254337: 14776Kg (117%)
ERKJ9092068: 11755Kg (117%)
YUTZ4115536: 12586Kg (117%)
QXIJ1525452: 14459Kg (117%)
XDRZ6456526: 14467Kg (117%)
UPFU2513437: 15610Kg (117%)
PXQZ5226402: 16014Kg (117%)
MBQU3601463: 15633Kg (117%)
WBCU2525539: 14256Kg (117%)
YNNZ1086813: 15444Kg (117%)
IAMU0986755: 15746Kg (117%)
OPRU8078425: 13426Kg (116%)
EIIZ6461030: 12242Kg (116%)
DKWJ5566561: 16043Kg (116%)
TPAZ2020647: 12599Kg (116%)
LFXZ0207583: 11977Kg (116%)
FFCZ6549637: 16127Kg (116%)
WJBU3802711: 13245Kg (116%)
UBZJ4462201: 14953Kg (116%)
NTXJ1330017: 15190Kg (116%)
PFLZ3744372: 13054Kg (116%)
EKHJ5308848: 13826Kg (116%)
GFLJ6046081: 13103Kg (116%)
DHZU6696083: 12179Kg (116%)
YWLZ1770121: 15777Kg (116%)
VGEZ3447516: 11655Kg (116%)
WKVU3474843: 15976Kg (116%)
OLEZ1454603: 15661Kg (116%)
LRLZ1076693: 11602Kg (116%)
SFRZ2418582: 14707Kg (115%)
FUZU5332995: 14699Kg (115%)
KJTJ6177095: 11576Kg (115%)
CBCJ3718806: 12083Kg (115%)
UQXJ5463722: 11687Kg (115%)
ZZDZ3242232: 15303Kg (115%)
XJTU5703223: 14648Kg (115%)
CDBU4850943: 12441Kg (115%)
ASPJ6599140: 15144Kg (115%)
JMKZ7512191: 15524Kg (115%)
BGNZ6666033: 12769Kg (115%)
VZWZ8838562: 15766Kg (115%)
DFCJ2440539: 15123Kg (115%)
FIGU4512243: 13927Kg (115%)
GSXJ6542660: 13919Kg (115%)
YPMZ6092582: 15323Kg (115%)
KNRU4961007: 11820Kg (115%)
NGUJ9437736: 15317Kg (115%)
VMQZ0663943: 15594Kg (115%)
GLHU3292899: 11656Kg (115%)
JBJJ5820163: 14457Kg (115%)
NLXU9169584: 13432Kg (114%)
NZXZ9126047: 14223Kg (114%)
UYEZ7574059: 12370Kg (114%)
HYHZ2546809: 15555Kg (114%)
TRHZ0351829: 11713Kg (114%)
EUBZ4603724: 12649Kg (114%)
GCQZ1916789: 12678Kg (114%)
MIKZ3507658: 12096Kg (114%)
KPWU5038644: 14927Kg (114%)
ONFU4973901: 13008Kg (114%)
XDAZ1289310: 12913Kg (114%)
EASZ3023772: 11559Kg (114%)
TERJ9334001: 15064Kg (114%)
YJIJ5312223: 13546Kg (114%)
OVFU0066488: 11774Kg (114%)
CLUJ8083706: 12064Kg (114%)
DGWZ4279377: 15304Kg (114%)
CQAZ9878783: 15942Kg (114%)
BNUZ9916779: 12799Kg (113%)
NLUU4599904: 14459Kg (113%)
TYCJ5229311: 14726Kg (113%)
QALZ9132842: 13808Kg (113%)
DGRJ8972409: 12491Kg (113%)
CHPZ1497754: 11700Kg (113%)
YGEU7645227: 12861Kg (113%)
BVXJ4304826: 12994Kg (113%)
NJAU6460387: 15696Kg (113%)
FDXZ0512340: 14092Kg (113%)
TNAU2485020: 12382Kg (113%)
GHZU1695428: 13794Kg (113%)
DPVU3519941: 13340Kg (113%)
QNNJ5749837: 15196Kg (113%)
ZSEJ4310452: 12346Kg (113%)
UGSZ9529216: 11349Kg (113%)
NASJ3070698: 15274Kg (113%)
COIJ4234044: 13620Kg (113%)
PMTJ9848405: 11477Kg (113%)
ALIZ9335823: 15020Kg (113%)
MWKZ6109787: 14637Kg (113%)
IVNU8003224: 11277Kg (113%)
OFIZ2817540: 13682Kg (113%)
GZFJ4706560: 11661Kg (113%)
AFIJ9197822: 12873Kg (113%)
KCLZ8437301: 15186Kg (113%)
ARBU1485507: 12885Kg (113%)
QPBJ4939382: 13600Kg (113%)
NGRZ2776645: 11611Kg (113%)
GBOZ6971753: 11367Kg (113%)
MGYJ8803736: 14554Kg (112%)
NWQU6480679: 14334Kg (112%)
JMUU7240181: 13445Kg (112%)
OHMU5285658: 13998Kg (112%)
HGFU2856002: 11495Kg (112%)
BLNU3484289: 13783Kg (112%)
UXFJ3860538: 14140Kg (112%)
HIJU4241124: 12708Kg (112%)
MBXU4120224: 15631Kg (112%)
NZFZ2327977: 14935Kg (112%)
KTAJ9248200: 14479Kg (112%)
GGFZ9505231: 12950Kg (112%)
RJFU6779685: 12062Kg (112%)
RRBU2465572: 15219Kg (112%)
MAXJ3238849: 14466Kg (112%)
PMWJ2373909: 12335Kg (112%)
GRAZ1830608: 12707Kg (112%)
YNRZ0541201: 12896Kg (112%)
VBHJ9065204: 14187Kg (112%)
XMNU6268553: 15357Kg (111%)
XHJJ7555420: 13870Kg (111%)
YKNZ9270003: 14696Kg (111%)
JBOU9878345: 13363Kg (111%)
PMSU2451910: 15693Kg (111%)
CBBU1579264: 14735Kg (111%)
LJNZ6464901: 15241Kg (111%)
XKVZ1222777: 13895Kg (111%)
QGGJ8335689: 14938Kg (111%)
NFBZ7564686: 11445Kg (111%)
HKFJ5938031: 14981Kg (111%)
CRYZ7118156: 12406Kg (111%)
EKLU4459392: 13113Kg (111%)
JGLU2979240: 11284Kg (111%)
PWEZ9356334: 11426Kg (111%)
KTAU7749252: 11327Kg (111%)
IWEJ0182423: 13319Kg (111%)
ONHJ8004979: 15645Kg (111%)
TBKJ9376239: 15421Kg (110%)
WUDJ9988808: 12537Kg (110%)
LDGZ7138925: 14608Kg (110%)
ROQJ6379037: 13803Kg (110%)
LKUZ3368184: 12266Kg (110%)
ESSZ5599691: 13021Kg (110%)
VQRZ6534912: 15149Kg (110%)
KTHZ0037594: 11874Kg (110%)
RWZU9694536: 13502Kg (110%)
IQRZ1877192: 15587Kg (110%)
KHAJ9106109: 15026Kg (110%)
OEWJ3254281: 13089Kg (110%)
YNDJ6655639: 13625Kg (110%)
LGMJ4699042: 11310Kg (110%)
KXCU6890997: 13090Kg (110%)
TNRU3822305: 13479Kg (110%)
IJFU0973008: 12712Kg (110%)
LRSZ8717606: 11439Kg (110%)
VNEU8680407: 11410Kg (110%)
QAYJ1308515: 15550Kg (109%)
ENPJ5506655: 11780Kg (109%)
VQPU5949408: 14289Kg (109%)
WCVZ2801624: 12605Kg (109%)
IYRJ0992429: 13015Kg (109%)
ZZPZ8924125: 15435Kg (109%)
ZMKU7999404: 12098Kg (109%)
YGOJ5772899: 13870Kg (109%)
FQRU5325149: 14740Kg (109%)
TQJU4935463: 14979Kg (109%)
VAIZ3064019: 15282Kg (109%)
WFHU3649768: 11829Kg (109%)
BJRZ3065333: 11502Kg (109%)
OTSZ0017084: 12860Kg (109%)
ZAWZ0781247: 12975Kg (109%)
DXTJ6708451: 12948Kg (108%)
LHKZ5930348: 12568Kg (108%)
FLPU1957703: 12405Kg (108%)
ZHQZ7982670: 13805Kg (108%)
SEWU4593486: 14562Kg (108%)
XRSU3184417: 15490Kg (108%)
NJAZ6190005: 12435Kg (108%)
USKU1881416: 14579Kg (108%)
IDLU4999163: 10976Kg (108%)
YHCJ5860844: 14191Kg (108%)
DNYZ3794782: 12428Kg (108%)
HWZU0426201: 13912Kg (108%)
AWMZ7241792: 13904Kg (108%)
QOQZ4379636: 14173Kg (108%)
XJZZ1664341: 11829Kg (108%)
GNRU9557718: 15151Kg (108%)
CSZU9141156: 11846Kg (108%)
QHLJ1518876: 12238Kg (108%)
XLUJ0791763: 13974Kg (107%)
KAAJ5642150: 10746Kg (107%)
NGJZ0471552: 14154Kg (107%)
IVCJ0123679: 10683Kg (107%)
QWQJ2978489: 12451Kg (107%)
PIXJ9921857: 12157Kg (107%)
GOTU3629697: 15132Kg (107%)
ZOCJ9302540: 13663Kg (107%)
MFZJ5697610: 11815Kg (107%)
HODU3272882: 12440Kg (107%)
XPJU3704665: 10783Kg (107%)
KOCU5965003: 14097Kg (107%)
TWGJ9707575: 11329Kg (107%)
MLMZ5382730: 12271Kg (107%)
XKHU5283069: 15022Kg (107%)
EKHU6064706: 13253Kg (107%)
IQPZ6458781: 13840Kg (107%)
WDOZ0498211: 11232Kg (107%)
JIZU9052526: 14955Kg (107%)
FWVZ1050498: 11114Kg (107%)
KTLZ3961454: 13937Kg (106%)
BRYJ4974764: 11004Kg (106%)
WSTZ9424106: 14516Kg (106%)
VSUU7870015: 11786Kg (106%)
NDKJ1281838: 14599Kg (106%)
TTWU1050937: 10599Kg (106%)
CICU1060483: 13288Kg (106%)
FDGU7524385: 12503Kg (106%)
KUTJ7310932: 13511Kg (106%)
BIOZ4151061: 12707Kg (106%)
JHUJ7080023: 14014Kg (106%)
UEVJ8721673: 15161Kg (106%)
TKXJ3002103: 15118Kg (106%)
KZNU0345488: 15046Kg (106%)
UAVZ3495264: 10735Kg (106%)
BODJ7418572: 15246Kg (106%)
UTMU5485479: 11227Kg (106%)
YIUJ5315289: 14199Kg (106%)
EQXJ2362051: 10786Kg (106%)
MDJZ9230414: 11041Kg (106%)
JJQJ7164666: 12240Kg (106%)
HZLU9493218: 13043Kg (106%)
QUPZ7414946: 11770Kg (106%)
MIPU7829248: 12473Kg (106%)
FFWU0259036: 12891Kg (106%)
MZZU5150840: 15222Kg (106%)
JXGZ0994048: 10604Kg (105%)
GTKJ0097030: 12565Kg (105%)
BVBU0499435: 15141Kg (105%)
ATQZ7382459: 13141Kg (105%)
NXMU5593073: 12179Kg (105%)
YQVU0225431: 13421Kg (105%)
PZJU7111087: 12832Kg (105%)
XKUZ6178847: 13960Kg (105%)
KXQJ7129256: 10841Kg (105%)
FTHZ0706163: 13741Kg (105%)
HZIZ3491275: 11626Kg (105%)
CWEJ8154249: 15019Kg (105%)
YFDU7323502: 12783Kg (105%)
IRYU0729812: 11399Kg (105%)
TQZU9157887: 11296Kg (105%)
JKXU9905307: 12418Kg (105%)
ZCZU3111494: 14268Kg (105%)
TVDU8662565: 15021Kg (105%)
PTNZ2535230: 14379Kg (105%)
BTRU6988780: 15113Kg (104%)
STRJ7830237: 14000Kg (104%)
JPUZ7634802: 13366Kg (104%)
KERZ9801930: 12700Kg (104%)
GKIJ0785685: 12100Kg (104%)
PUZZ5608748: 14769Kg (104%)
TUOU5048555: 10628Kg (104%)
RTOU7308114: 11085Kg (104%)
NRUU8052631: 13121Kg (104%)
FVMU0929078: 15155Kg (104%)
MMDU6807931: 15006Kg (104%)
CSTZ3029209: 13155Kg (104%)
UILZ9546891: 13631Kg (104%)
QJYU7382802: 10433Kg (104%)
GWOZ5614090: 10570Kg (104%)
IYSU2444080: 10645Kg (104%)
JWXZ2796285: 13702Kg (104%)
LLXZ8008225: 14253Kg (104%)
KGTJ8971808: 10893Kg (104%)
TRXZ2139739: 12732Kg (104%)
GGVU2747773: 11861Kg (103%)
WDRU6195292: 12797Kg (103%)
XNCJ0254794: 13969Kg (103%)
YAKJ8300116: 14645Kg (103%)
HQCZ6212939: 10512Kg (103%)
SMYZ0848022: 12489Kg (103%)
PHNJ8305351: 12501Kg (103%)
ZNWJ6750406: 14763Kg (103%)
JQOZ2732363: 12267Kg (103%)
WYFZ3624706: 12787Kg (103%)
SMFZ0952060: 12466Kg (103%)
LLZU6912036: 12802Kg (103%)
NXVJ7639729: 10913Kg (103%)
ZEGZ5206192: 13922Kg (103%)
QJSJ1178728: 11582Kg (103%)
INAZ3716069: 14610Kg (103%)
BTRU3837679: 11696Kg (103%)
CJUU4767876: 12100Kg (103%)
EXYJ5787964: 11201Kg (103%)
CDIZ5218361: 11031Kg (103%)
YYBZ1665641: 13539Kg (103%)
RGIU2783461: 13963Kg (103%)
CKGU2244019: 10843Kg (103%)
TJJJ0130651: 12887Kg (103%)
BIQZ6055867: 12630Kg (103%)
HIFU5613853: 12845Kg (103%)
GFNU6776927: 13474Kg (103%)
GWZZ3199505: 12628Kg (103%)
PPBU4933361: 13216Kg (103%)
OHHZ9457603: 13381Kg (103%)
FDZU9647782: 10974Kg (103%)
KXYZ4336178: 10342Kg (102%)
BVYZ7686892: 14511Kg (102%)
SGIJ8940172: 14073Kg (102%)
TWDJ0542840: 14278Kg (102%)
YBKZ8861308: 11038Kg (102%)
IAHJ0374245: 13280Kg (102%)
WTOZ9902912: 13248Kg (102%)
